GEOID,STATEFP,CountyMatch,state,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,seismicity_dummy,zone_dummy,p_obj_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,ystruct,ylevel,ytotal,height_dummy,age_dummy,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
06037,06,LOSANGELES,CA,LOSANGELES,1493,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,7500,1926,URM,N,1985,35000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,V,I,I,OK,OK,35000,G,F,F,,,,4,0,0,0,0,0,R,150,50,150,50,14,16,W,,W,N,N,F,W,URM,SF,SW,SW,4.67,1.2006,1,1.20058,42020.2,42020.2,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,1,91,59,4.07753744390572,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,42020.3,37232.79180536106,70153.24090162324,142080509.0705,33795.81839471001,67059.72563618275,1.669508330536032,5.602706666666667,42020.3,5.602706666666667,Low Rise,Pre-1950,9.353765453549764,10.167352492999354,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1494,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,12000,1932,URM,N,1990,48000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,48000,G,F,F,,,,5,0,0,0,0,0,R,150,50,150,50,22,24,W,,W,N,N,G,W,URM,SF,SW,SW,4,1.0788,1,1.07883,51783.9,51783.9,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,85,58,4.060443010546419,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,51783.84,45883.94022894002,86453.55226714499,175093332.24239996,41648.37596163568,82641.24965285789,1.669508330536032,4.31532,51783.84,4.31532,Low Rise,Pre-1950,7.20446268892875,7.831104173475078,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1496,1,6,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,900,1873,URM,Y,1988,10000,AC,MIN,,LS,EW,SD,PB,WT,,,N,N,N,N,V,I,I,OK,OK,10000,G,F,F,,,,12,0,0,0,0,0,R,35,25,35,25,14,16,W,,W,N,N,F,,URM,SF,SW,SW,11.11,1.122,1,1.12202,11220.2,11220.2,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,144,115,4.74493212836325,0,1,1,URM,VH,VH,7,LS,4,4,Y,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,11220.2,9941.84645551108,18732.21737028039,37938132.947,9024.11076437639,17906.19137852651,1.669508330536032,12.46688888888889,11220.2,12.46688888888889,Low Rise,Pre-1950,20.8135748558671,22.623931853959352,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1497,7,28,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,6700,1921,URM,N,1990,25000,AC,MIN,,LS,BF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,25000,G,F,F,,,,3,0,0,0,0,0,R,150,45,150,45,14,16,W,,W,N,N,F,,URM,SF,SW,SW,3.73,1.0788,1,1.07883,26970.8,26970.8,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,96,69,4.23410650459726,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,26970.75,23897.88553590626,45027.89180580469,91194443.87624998,21691.862480018583,43042.317527530155,1.669508330536032,4.025485074626865,26970.75,4.025485074626865,Low Rise,Pre-1950,6.720580866538013,7.305134490181975,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1498,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,6700,1922,URM,N,1986,60000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,60000,G,F,F,,,,5,0,0,0,0,0,R,150,45,150,45,14,16,W,,W,N,N,F,W,URM,SF,SW,SW,8.96,1.174,1,1.17398,70439,70439,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,1,95,64,4.1588830833596715,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,70438.8,62413.48051821303,117598.16339296146,238170135.91799998,56652.06799430987,112412.49115646363,1.669508330536032,10.513253731343283,70438.8,10.513253731343283,Low Rise,Pre-1950,17.551964685516634,19.078628044345454,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1499,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,3900,1928,URM,N,1981,30000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,V,I,I,OK,OK,30000,G,F,F,,,,7,0,0,0,0,0,R,78,50,78,50,18,20,W,,W,N,N,F,,URM,SF,SW,SW,7.69,1.3901,1,1.39008,41702.4,41702.4,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,1,89,53,3.970291913552122,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,41702.4,36951.11117683332,69622.50420334583,141005614.464,33540.13981393647,66552.39259049429,1.669508330536032,10.692923076923078,41702.4,10.692923076923078,Low Rise,Pre-1950,17.851924154704058,19.404677876574688,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1500,7,36,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,4600,1929,URM,N,1990,38000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,IP,I,I,OK,OK,38000,G,F,F,,,,3,0,0,0,0,0,R,100,46,100,46,14,16,W,,W,N,N,F,,URM,SF,SW,SW,8.26,1.0788,1,1.07883,40995.6,40995.6,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,88,61,4.110873864173311,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,40995.54,36324.78601457752,68442.39554482313,138615554.69189999,32971.63096962825,65424.32264184584,1.669508330536032,8.912073913043479,40995.54,8.912073913043479,Low Rise,Pre-1950,14.878781640178941,16.17293253217679,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1501,7,37,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,1,28500,1927,URM,N,1989,80000,AC,MIN,,LS,SD,PB,WT,,,,N,N,N,N,IP,I,I,OK,OK,80000,G,F,F,,,,12,0,0,0,0,0,C,120,50,120,50,40,43,W,W,W,N,N,G,W,URM,SF,SW,SW,2.81,1.1067,1,1.10668,88534.5,88534.5,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,4,90,62,4.127134385045092,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,88534.40000000001,78447.39049489316,147808.91833900928,299355611.984,71205.88154022256,141291.05630764316,1.669508330536032,3.106470175438597,88534.40000000001,3.106470175438597,Low Rise,Pre-1950,5.186277836456466,5.637378353320971,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1502,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,0,22500,1923,URM,N,1988,120000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,V,I,I,OK,OK,120000,G,F,F,,,,12,0,0,0,0,0,R,150,50,150,50,36,38,W,W,W,N,N,G,W,URM,SF,SW,SW,5.33,1.122,1,1.12202,134642,134642,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,3,94,65,4.174387269895637,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,134642.4,119302.15746613294,224786.60844336465,455257595.36399996,108289.32917251668,214874.2965423181,1.669508330536032,5.9841066666666665,134642.4,5.9841066666666665,Low Rise,Pre-1950,9.990515930816207,10.859487289900486,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1503,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,7500,1925,URM,N,1988,80000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,V,I,I,OK,OK,80000,G,F,F,,,,9,0,0,0,0,0,R,150,50,150,50,20,22,W,FS,W,N,N,F,W,URM,SF,SW,SW,10.67,1.122,1,1.12202,89761.4,89761.4,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,92,63,4.143134726391533,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,89761.6,79534.77164408864,149857.7389622431,303505063.576,72192.88611501112,143249.53102821208,1.669508330536032,11.968213333333335,89761.6,11.968213333333335,Low Rise,Pre-1950,19.981031861632417,21.718974579800975,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1504,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,10000,1930,URM,N,1991,150000,AC,MIN,,LS,EF,SD,SF,WT,,,N,N,N,N,V,I,I,OK,OK,150000,G,F,F,,,,14,0,0,0,0,0,R,135,50,135,50,30,32,W,W,W,N,N,F,W,URM,SF,SW,SW,15,1.0596,1,1.05961,158942,158942,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,87,61,4.110873864173311,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,158941.5,140832.78269626337,265354.15831789275,537418562.7524999,127832.45406108002,253652.95778952882,1.669508330536032,15.89415,158941.5,15.89415,Low Rise,Pre-1950,26.535415831789273,28.843456429381575,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1505,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,3400,1924,URM,N,1992,35000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,35000,G,F,F,,,,6,0,0,0,0,0,R,75,45,75,45,16,18,W,,W,N,N,F,W,URM,SF,SW,SW,10.29,1.0286,1,1.02858,36000.4,36000.4,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,93,68,4.219507705176107,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,36000.3,31898.669805559217,60102.80075179632,121725474.3705,28954.09125958355,57452.47513273988,1.669508330536032,10.588323529411765,36000.3,10.588323529411765,Low Rise,Pre-1950,17.677294338763623,19.2148588242079,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1506,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,0,17500,1924,URM,N,1981,100000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,100000,G,F,F,,,,12,0,0,0,0,0,R,150,50,100,50,38,40,W,W,W,N,N,F,S,URM,SF,SW,SW,5.71,1.3901,1,1.39008,139008,139008,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,3,93,57,4.04305126783455,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,139008,123170.3705894444,232075.01401115276,470018714.87999994,111800.4660464549,221841.30863498093,1.669508330536032,7.943314285714286,139008,7.943314285714286,Low Rise,Pre-1950,13.261429372065871,14.414903565455482,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1507,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,0,18500,1918,URM,N,1984,100000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,100000,G,F,F,,,,12,0,0,0,0,0,R,140,50,140,50,44,47,W,,W,N,N,F,W,URM,SF,SW,SW,5.41,1.206,1,1.20604,120604,120604,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,3,99,66,4.189654742026425,0,1,1,URM,VH,VH,7,LS,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,120604,106863.1976186216,201349.38269596762,407790465.93999994,96998.6145190683,192470.57138159848,1.669508330536032,6.519135135135135,120604,6.519135135135135,Low Rise,Pre-1950,10.88375041599825,11.830414978310941,H:LS,1:LS,1:H
06037,06,LOSANGELES,CA,LOSANGELES,1508,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,6200,1928,URM,N,1993,50000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,50000,G,F,F,,,,8,0,0,0,0,0,R,78,40,78,40,30,32,W,W,W,N,N,F,W,URM,SF,SW,SW,8.06,1,1,1,50000,50000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,89,65,4.174387269895637,0,1,1,URM,VH,VH,7,LS,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,50000,44303.338868786115,83475.41652680161,169061749.99999997,40213.68052430612,79794.43939736596,1.669508330536032,8.064516129032258,50000,8.064516129032258,Low Rise,Pre-1950,13.463776859161548,14.634851161703326,H:LS,1:LS,1:H
