GEOID,STATEFP,CountyMatch,state,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,seismicity_dummy,zone_dummy,p_obj_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,ystruct,ylevel,ytotal,height_dummy,age_dummy,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
,,,BC,BURBY,537,16,50,BCHYDRO,1993-07-06,BUR BY,5,,3,1,29500,1970,C1,N,1992,540000,S,MIN,,IO,SW,EF,SD,,,,N,N,N,N,TR,I,OK,NE,I,330000,G,P,P,,,,,,,,,210000,R,122,100,122,100,21,54,C,C,C,PC,N,G,C,,SF,MF,MF,11.19,1.0286,1.02968,1.05911,571922,349508,0,0,0,0,0,0,0,222414,5,NBCC 1990 (I=1 5) ,,,4,47,22,3.091042453358316,0,4,4,C1,H,H,5,IO,11,11,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571919.4,506758.77967665665,954824.2026951691,1933793892.4589999,459979.68074505683,912719.7580695581,1.669508330536032,11.847671186440678,349506.3,19.387098305084745,Low Rise,Post-1970,19.779785743214426,21.500224148868686,,4:IO,
,,,BC,BURBY,638,11,26,RICHARDIREDALE,1993-07-07,BUR BY,5,,2,0,79000,1960,S5,N,1991,815375,S,ADD,,DC,EW,SD,SF,,,,N,N,Y,N,TR,I,I,I,NE,664200,G,P,P,,,,,,,,151200,,R,,,,,,,W,,W,N,N,G,S,,SF,SW,SW,8.41,1.0596,1.02968,1.09107,889630,724688,0,0,0,0,0,0,164970,0,5,1985 NBCC ,,,2,57,31,3.4339872044851463,0,7,7,S5,H,H,5,DC,7,7,N,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889631.20125,788272.6515444801,1485246.7015916524,3008052154.7585435,715506.8982304436,1419752.4594829802,1.669508330536032,9.173274607594937,724688.694,11.261154446202532,Low Rise,1950-1970,15.3148583756744,16.646939059900465,,7:DC,
,,,BC,BURBY,639,11,26,RICHARDIREDALE,1993-07-08,BUR BY,5,,2,0,22000,1971,S5,N,1991,458100,S,ADD,,DC,EW,SD,,,,,N,N,Y,N,TR,I,I,I,NE,373153,G,P,P,,,,,,,,85000,,R,130,86,130,86,14,14,S,,W,N,N,G,S,,SF,SW,SW,16.96,1.0596,1.02968,1.09107,499819,407136,0,0,0,0,0,0,92740.9,0,5,1985 NBCC ,,,2,46,20,2.995732273553991,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499819.167,442873.158574308,834452.2630680803,1690006061.131245,401991.36603325617,797655.8046164687,1.669508330536032,18.506183805,407136.04371,22.719053045454547,Low Rise,Post-1970,30.896228028878504,33.58357044910514,,7:DC,
,,,BC,BURBY,640,11,26,RICHARDIREDALE,1993-07-08,BUR BY,5,,1,0,10000,1960,S5,N,1991,248100,S,ADD,,DC,EW,SD,,,,,N,N,Y,N,TR,I,I,I,NE,202100,G,P,P,,,,,,,,46000,,R,120,80,120,80,25,25,S,,W,N,N,G,S,,SF,SW,SW,20.21,1.0596,1.02968,1.09107,270694,220505,0,0,0,0,0,0,50189.2,0,5,1985 NBCC ,,,1,57,31,3.4339872044851463,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270694.467,239853.3740281288,451926.66768651106,915281606.1267449,217712.4163127065,431998.2648446756,1.669508330536032,22.0505247,220505.247,27.0694467,Low Rise,1950-1970,36.81353467934054,40.0155622307234,,7:DC,
,,,BC,BURBY,641,11,26,RICHARDIREDALE,1993-07-08,BUR BY,5,,1,0,14000,1974,S5,N,1991,210020,S,ADD,,DC,EW,,,,,,N,N,Y,N,TR,I,I,I,NE,171100,G,P,P,,,,,,,,38920,,R,140,100,140,100,25,25,S,,MD,N,N,G,S,,SF,SW,SW,12.22,1.0596,1.02968,1.09107,229146,186682,0,0,0,0,0,0,42464.4,0,5,1985 NBCC ,,,1,43,17,2.833213344056216,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229146.5214,203039.11976375498,382562.02639065316,774798238.285929,184296.50009671348,365692.3642993904,1.669508330536032,13.334434071428571,186682.077,16.36760867142857,Low Rise,Post-1970,22.261948765233498,24.19828478715195,,7:DC,
,,,BC,BURBY,642,9,23,RICHARDIREDALE,1993-07-08,BUR BY,5,,3,0,89600,1955,C2,N,1991,637360,S,MIN,,DC,BF,EW,SF,WT,,,N,N,Y,N,TR,I,I,I,NE,486600,G,P,P,,,,,,,,150760,,OT,280,50,280,50,42,14,C,C,C,N,N,G,C,,SF,SW,SW,5.43,1.0596,1.02968,1.09107,695404,530914,0,0,0,0,0,0,164490,0,5,1985 NBCC ,,,3,62,36,3.58351893845611,0,8,8,C2,H,H,5,DC,7,7,N,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695404.3752,616174.7137064417,1160983.3974876045,2351325612.579372,559295.3875899501,1109788.0454711907,1.669508330536032,5.925386852678572,530914.662,7.761209544642857,Low Rise,1950-1970,9.892482712195555,10.75292717839361,,8:DC,
,,,BC,BURBY,643,11,18,RICHARDIREDALE,1993-07-08,BUR BY,5,,1,0,7800,1955,S5,N,1991,205640,S,MIN,,DC,SW,EW,SD,,,,N,N,Y,N,TR,I,I,I,NE,157000,G,P,P,,,,,,,,48640,,R,85,85,85,85,35,35,S,,W,N,N,G,S,,SF,SW,SW,20.13,1.0596,1.02968,1.09107,224367,171298,0,0,0,0,0,0,53069.6,0,5,1985 NBCC ,,,1,62,36,3.58351893845611,0,7,7,S5,H,H,5,DC,7,7,N,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224367.6348,198804.70711464895,374583.63540126616,758639699.652978,180452.96771682776,358065.79275557876,1.669508330536032,21.96128076923077,171297.99,28.765081384615385,Low Rise,1950-1970,36.66454119347153,39.85360934688065,,7:DC,
,,,BC,BURBY,644,11,18,RICHARDIREDALE,1993-07-08,BUR BY,5,,1,0,4280,1973,S5,N,1991,112700,S,MIN,,DC,SW,EW,SD,,,,N,N,Y,N,TR,I,I,I,NE,83500,G,P,P,,,,,,,,,,R,81.5,53,81.5,53,27,27,S,,MD,N,N,G,S,,SF,SW,SW,19.51,1.0596,1.02968,1.09107,122963,91104.2,0,0,0,0,0,0,0,0,5,1985 NBCC ,,,1,44,18,2.8903717578961645,0,7,7,S5,H,H,5,DC,7,7,N,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122963.58899999999,108953.9510397828,205288.7361881088,415768790.8524149,98896.36968336163,196236.2130108623,1.669508330536032,21.28606191588785,91104.345,28.72981051401869,Low Rise,Post-1970,35.53725769288054,38.6282751467697,,7:DC,
,,,BC,BURBY,645,11,26,RICHARDIREDALE,1993-07-08,BUR BY,5,,1,0,26500,1960,S5,N,1991,557700,S,MIN,,DC,EW,SD,,,,,N,N,Y,N,TR,I,I,I,NE,411400,G,P,P,,,,,,,,146300,,OT,360,109,360,109,16,16,W,,W,N,N,G,S,,SF,SW,SW,15.52,1.0596,1.02968,1.09107,608489,448866,0,0,0,0,0,0,159623,0,5,1985 NBCC ,,,1,57,31,3.4339872044851463,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608489.739,539162.5421019243,1015878.6883061958,2057446802.6476645,489392.2393292882,971081.9520510904,1.669508330536032,16.938347094339623,448866.198,22.961876943396224,Low Rise,1950-1970,28.278711579510794,30.738383392715367,,7:DC,
,,,BC,BURBY,646,11,18,RICHARDIREDALE,1993-07-07,BUR BY,5,,1,0,13700,1960,S5,N,1991,360800,S,MIN,,DC,SW,EW,SD,,,,N,N,Y,N,TR,I,I,I,NE,266200,G,P,P,,,,,,,,,,R,142,96.5,142,96.5,35,35,S,,OT,N,N,G,S,,SF,SW,SW,19.43,1.0596,1.02968,1.09107,393658,290443,0,0,0,0,0,0,0,0,5,1985 NBCC ,,,1,57,31,3.4339872044851463,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393658.056,348807.3250679116,657215.4038746197,1331050396.9791598,316608.7859960681,628234.4778555379,1.669508330536032,21.200206861313866,290442.834,28.734164671532845,Low Rise,1950-1970,35.39392196405065,38.47247212956861,,7:DC,
,,,BC,BURBY,647,12,33,RICHARDIREDALE,1993-07-07,BUR BY,5,,3,0,75600,1960,C3,N,1991,528100,S,MIN,,DC,BF,EW,SF,,,,N,N,Y,N,TR,I,I,I,NE,389600,G,P,P,,,,,,,,138500,,R,350,72,350,72,14,14,C,C,C,N,N,G,C,,SF,SW,SW,5.15,1.0596,1.02968,1.09107,576193,425080,0,0,0,0,0,0,151113,0,5,1985 NBCC ,,,3,57,31,3.4339872044851463,0,4,4,C3,H,H,5,DC,7,7,N,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576194.067,510546.420089701,961960.7948619367,1948247546.132745,463417.6826067727,919541.6512070665,1.669508330536032,5.622762857142857,425080.872,7.621614642857144,Low Rise,1950-1970,9.38724943062858,10.203748893948092,,4:DC,
,,,BC,BURBY,648,11,18,RICHARDIREDALE,1993-07-07,BUR BY,5,,1,0,19000,1957,S5,N,1991,321300,S,ADD,,DC,EW,SD,,,,,N,N,Y,N,TR,I,I,I,NE,243100,G,P,P,,,,,,,,78200,,R,169,112,169,112,42,42,S,,W,N,N,G,S,,SF,SW,SW,12.79,1.0596,1.02968,1.09107,350560,265239,0,0,0,0,0,0,85321.6,0,5,1985 NBCC ,,,1,60,34,3.5263605246161616,0,7,7,S5,H,H,5,DC,7,7,N,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350560.79099999997,310620.27035565407,585264.1609338009,1185328416.1568847,281946.7930724409,559456.0358508434,1.669508330536032,13.959953526315788,265239.11699999997,18.45056794736842,Low Rise,1950-1970,23.306258706080065,25.333428418158952,,7:DC,
,,,BC,BURBY,649,9,28,RICHARDIREDALE,1993-07-07,BUR BY,5,,1,0,9500,1957,URM,N,1991,248900,S,ADD,,DC,BF,EW,SD,,,,N,N,Y,N,TR,I,I,I,NE,188300,G,P,P,,,,,,,,68300,,R,98,96,98,96,14,14,,,W,N,N,G,S,URM,SF,SW,SW,19.82,1.0596,1.02968,1.09107,271567,205448,0,0,0,0,0,0,74520,0,5,,,,1,60,34,3.5263605246161616,0,1,1,URM,H,H,5,DC,7,7,N,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271567.323,240626.78273116183,453383.90804986935,918232937.3839048,218414.43135926095,433391.2459485681,1.669508330536032,21.626155894736844,205448.481,28.586033999999998,Low Rise,1950-1970,36.10504742373408,39.24545101718907,,1:DC,
,,,BC,BURBY,650,12,33,RICHARDIREDALE,1993-07-07,BUR BY,5,,3,0,84000,1957,C3,N,1991,853100,S,MIN,,DC,BF,SF,,,,,N,N,Y,N,TR,I,I,I,NE,645500,G,P,P,,,,,,,,207600,,R,400,70,400,70,13,40,C,,C,N,N,G,C,,SF,SW,SW,7.68,1.0596,1.02968,1.09107,930791,704285,0,0,0,0,0,0,226506,0,5,,,,3,60,34,3.5263605246161616,0,4,4,C3,H,H,5,DC,7,7,N,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930791.817,824743.705696883,1553964.69247627,3147225869.353995,748611.295269528,1485440.224663413,1.669508330536032,8.384353392857141,704285.6849999999,11.080854964285715,Low Rise,1950-1970,13.997747835533042,15.215266734956733,,4:DC,
,,,BC,BURBY,651,9,18,RICHARDIREDALE,1993-07-07,BUR BY,5,,1,0,4500,1959,W2,N,1991,76100,S,MIN,,DC,EW,SD,,,,,N,N,Y,N,TR,I,I,I,NE,57600,G,P,P,,,,,,,,18500,,R,100,45,100,45,42,42,W,,W,N,N,G,W,W,SF,SW,SW,12.8,1.0596,1.02968,1.09107,83030.3,62845.6,0,0,0,0,0,0,20184.8,0,5,,,,1,58,32,3.4657359027997265,0,2,2,W2,H,H,5,DC,7,7,N,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83030.427,73570.50287602015,138619.98956446387,280745385.83734494,66779.1813034944,132507.32750777836,1.669508330536032,13.965696,62845.632,18.451206,Low Rise,1950-1970,23.31584581373374,25.34384940886984,,2:DC,
