state,lag_year2,lag_year,seismicity_dummy,p_obj_dummy,GEOID,STATEFP,CountyMatch,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,zone_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,avg_c,lag_c,lag_c2,lag_c12,height_dummy,age_dummy,p_obj2,state_name,HazusRegion,fips,CensusRegion,CensusRegionNumber,CensusDivision,fold_id,ytrue,ystruct,ytotal,logy,logys,logyt,ylevel,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
AZ,1973,1974,L,DC,04013,04,MARICOPA,MARICOPA,11,1,1,VA,1993-07-28,MARICOPA,1,S2,2,0,7800,1903,URM,N,1975,69600,S,MIN,,DC,SW,SD,WT,,,,N,N,N,N,,I,OK,NE,NE,69600,G,P,P,,,,,,,,,,,,,,,,,W,,W,N,,,,URM,SF,SW,SW,8.92,2.232,1.23608,2.75894,192022,192022,0,0,0,0,0,0,0,0,5,VA H-08 ,,,2,114,72,4.276666119016055,0,1,1,URM,L,1,5,5,N,Small,0,Maricopa County,013,3,3,3,4,2,9,9,9,12,6,7,7,7,10,4,21.333333333333332,21.333333333333332,22,28,12,3,3,3,4,2,6,6,6,8,4,2.8644866603772394,7247181,295233966968.2988,8.18850146445027,7712434,295233974567.45154,6.769195417053825,7278457,295233977437.709,18.65600308166493,7616217,295233978306.9171,2.237676223358434,6784728,295233966365.972,4.85989688112116,7200545,295233968523.26215,2.541390417726137,4118177,23891119662.425354,7.362441895308154,4248982,23891119818.91651,5.9975644231830705,4004423,23891119670.100365,16.68738033545362,4166741,23891119673.17244,2.0016982646061092,3874137,23891119677.858643,4.123186614071888,4124762,23891119654.85266,1,L,192022.224,170144.51320419906,320582.70261605596,649272264.5666399,154438.40739005493,306446.1143183086,1.669508330536032,2.5454062069424075,2.803584399594119,1.748303053350213,4.551887452944332,Low Rise,Pre-1950,LS,Arizona,West,04,West,4,Mountain,10,24.618233846153846,24.618233846153846,24.618233846153846,3.203487381633721,3.203487381633721,3.203487381633721,192022.224,41.10034648923795,44.67523933710612,L:DC,1:DC,1:L
AZ,1973,1974,L,DC,04013,04,MARICOPA,MARICOPA,12,1,1,VA,1993-07-28,MARICOPA,1,S2,2,0,3900,1903,URM,N,1975,48600,S,MIN,,DC,SW,SD,WT,,,,N,N,N,N,,I,OK,NE,NE,48600,G,P,P,,,,,,,,,,,,,,,,,W,,W,N,,,,URM,SF,SW,SW,12.46,2.232,1.23608,2.75894,134084,134084,0,0,0,0,0,0,0,0,5,VA H-08 ,,,2,114,72,4.276666119016055,0,1,1,URM,L,1,5,5,N,Small,0,Maricopa County,013,3,3,3,4,2,9,9,9,12,6,7,7,7,10,4,21.333333333333332,21.333333333333332,22,28,12,3,3,3,4,2,6,6,6,8,4,2.8644866603772394,7247181,295233966968.2988,8.18850146445027,7712434,295233974567.45154,6.769195417053825,7278457,295233977437.709,18.65600308166493,7616217,295233978306.9171,2.237676223358434,6784728,295233966365.972,4.85989688112116,7200545,295233968523.26215,2.541390417726137,4118177,23891119662.425354,7.362441895308154,4248982,23891119818.91651,5.9975644231830705,4004423,23891119670.100365,16.68738033545362,4166741,23891119673.17244,2.0016982646061092,3874137,23891119677.858643,4.123186614071888,4124762,23891119654.85266,1,L,134084.484,118807.8066339666,223855.16303362531,453371150.25773996,107840.6120568487,213983.9246533017,1.669508330536032,2.5454062069424075,2.803584399594119,1.748303053350213,4.551887452944332,Low Rise,Pre-1950,LS,Arizona,West,04,West,4,Mountain,5,34.38063692307692,34.38063692307692,34.38063692307692,3.5374935257597406,3.5374935257597406,3.5374935257597406,134084.484,57.39875975221161,62.391282522510274,L:DC,1:DC,1:L
CA,1971,1972,H,LS,06113,06,YOLO,YOLO,13,5,23,RandCJMJ,1993-06-01,YOLO,5,S2,2,0,24700,1946,C2,N,1973,50000,S,ADD,,LS,SW,,,,,,N,N,Y,N,TR,I,NE,NE,NE,36000,F,F,F,,,,,,,,,,R,235,52.5,235,52.5,14,29,C,C,C,N,N,G,C,C,,SW,SW,1.46,2.5615,1,2.56151,128076,92214.4,0,0,0,0,0,0,0,0,7,V=0 133W TITLE 24 (PRE 1972),,,2,71,27,3.295836866004329,0,8,8,C2,H,5,3,3,N,Medium,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,92214.36,81708.08079296471,153952.64221504866,311798421.53459996,74165.57625586705,147163.86321173774,1.669508330536032,,,,,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,7,3.733374898785425,3.733374898785425,5.185242914979757,1.3173126231742,1.3173126231742,1.645816690146236,92214.36,6.232900494536383,6.775035860845925,M:LS,8:LS,8:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,14,16,45,JMJ/RandC,1993-07-01,YOLO,5,S2,2,0,35400,1926,C2,N,1973,100000,S,MIN,,IO,EW,SD,,,,,N,N,Y,N,V,I,NE,NE,NE,70000,G,P,P,,,,,,,,,,OT,260,156,260,156,,,TT,C,C,N,N,G,C,C,SF,SW,SW,1.98,2.5615,1,2.56151,256151,179306,0,0,0,0,0,0,0,0,6,TITLE 24,,,2,91,47,3.8501476017100584,0,8,8,C2,H,5,11,11,N,Medium,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,179305.7,158876.82376409805,299352.35986259463,606274708.5395,144210.84271974151,286151.95624504564,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,6,5.0651327683615825,5.0651327683615825,7.235903954802261,1.6223803502616518,1.6223803502616518,1.979055294200384,179305.7,8.456281352050697,9.191805558225523,M:IO,8:IO,8:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,15,20,56,JMJ/RandC,1993-07-01,YOLO,5,S2,2,0,24000,1936,W1,N,1973,95000,S,MIN,,IO,SW,EW,SD,SF,,,N,N,Y,N,V,I,NE,NE,NE,80000,G,P,P,,,,,,,,,,OT,181,100,181,100,,,TT,TT,W,N,N,G,C,W,SF,SW,SW,3.33,2.5615,1,2.56151,243344,204921,0,0,0,0,0,0,0,0,6,TITLE 24,,,2,81,37,3.6109179126442243,0,2,2,W1,H,5,11,11,N,Medium,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,204920.80000000002,181573.51287325492,342116.98270010814,692885381.188,164812.3916797046,327030.807137195,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,2,8.538366666666667,8.538366666666667,10.139310416666667,2.1445697326779576,2.1445697326779576,2.3164199896046167,204920.80000000002,14.254874279171172,15.494757941008736,M:IO,2:IO,2:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,16,2,8,JMJ/RandC,1993-07-01,YOLO,6,S2,2,0,7700,1905,W1,N,1973,30000,S,MIN,,IO,EW,SD,,,,,N,N,Y,N,V,I,NE,NE,NE,25000,G,F,F,,,,,,,,,,OT,85,60,85,60,,,TT,TT,W,N,N,G,W,W,SF,SW,SW,3.25,2.5615,1,2.56151,76845.3,64037.8,0,0,0,0,0,0,0,0,7,TITLE 24,,,2,112,68,4.219507705176107,0,2,2,W1,H,6,11,11,N,Small,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,64037.75000000001,56741.722772892164,106911.5570937838,216526681.62125,51503.87239990769,102197.12723037344,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,9,8.31659090909091,8.31659090909091,9.979909090909091,2.118252424360584,2.118252424360584,2.3005739811545385,64037.75000000001,13.884617804387508,15.092296695787732,M:IO,2:IO,2:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,17,20,56,JMJ/RandC,1993-07-01,YOLO,5,S2,1,0,9620,1938,W1,N,1973,5500,S,MIN,,IO,EW,,,,,,N,N,N,N,V,I,NE,NE,NE,5500,G,F,F,,,,,,,,,,L,150,126,150,126,,,W,,W,N,N,G,,W,SF,SW,SW,0.57,2.5615,1,2.56151,14088.3,14088.3,0,0,0,0,0,0,0,0,7,TITLE 24,,,1,79,35,3.5553480614894135,0,2,2,W1,H,5,11,11,N,Small,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,14088.305,12483.179010036276,23520.542560632435,47635869.95667499,11330.85192797969,22483.367990682156,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,3,1.4644807692307693,1.4644807692307693,1.4644807692307693,0.3815007559128316,0.3815007559128316,0.3815007559128316,14088.305,2.4449628441405857,2.657624802771769,M:IO,2:IO,2:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,18,16,45,JMJ/RandC,1993-07-01,YOLO,5,S2,2,0,160000,1948,C2,N,1973,103800,S,MIN,,IO,SW,EW,,,,,N,N,Y,N,V,I,NE,NE,NE,73800,F,F,F,,,,,,,,,,C,540,390,540,390,,,C,C,C,N,N,G,,C,SF,SW,SW,0.46,2.5615,1,2.56151,265885,189040,0,0,0,0,0,0,0,0,7,TITLE 24,,,2,69,25,3.2188758248682006,0,8,8,C2,H,5,11,11,N,Very Large,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,189039.43800000002,167501.56562557767,315602.9165408498,639186764.14593,152039.43132452748,301685.9195840624,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,1,1.1814964875000002,1.1814964875000002,1.6617796125000002,0.16678184472462154,0.16678184472462154,0.5078890838499829,189039.43800000002,1.9725182283803113,2.1440871300870845,M:IO,8:IO,8:M
CA,1971,1972,H,IO,06113,06,YOLO,YOLO,19,16,45,JMJ/RandC,1993-07-01,YOLO,5,S2,2,1,114000,1947,C2,N,1973,27000,S,MIN,,IO,SD,,,,,,N,N,Y,N,V,I,NE,NE,NE,17000,G,F,F,,,,,,,,,,C,250,230,250,230,,,C,C,C,N,N,G,,C,SF,SW,SW,0.15,2.5615,1,2.56151,69160.8,43545.7,0,0,0,0,0,0,0,0,7,TITLE 24,,,3,70,26,3.258096538021482,0,8,8,C2,H,5,11,11,N,Very Large,0,Yolo County,113,23.333333333333332,23.333333333333332,22.5,40,10,46.666666666666664,46.666666666666664,45,80,20,46.666666666666664,46.666666666666664,45,80,20,93.33333333333333,93.33333333333333,90,160,40,20,20,20,30,10,40,40,40,60,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,15.593728665504363,332172,2650945511.3860064,31.819331285590227,301794,2650945512.9652543,38.26504731167806,299515,2650945517.7002254,77.34536365077422,349414,2650945501.041444,10.945931340464295,291500,2650945519.4430733,21.530706943935684,275094,2650945519.4524302,4,M,43545.670000000006,38584.37148556667,72699.85882377299,147238143.50245002,35022.63323193723,69494.04651665395,1.669508330536032,,,,,Low Rise,Pre-1950,IO,California,West,06,West,4,Pacific,4,0.3819795614035088,0.3819795614035088,0.6066734210526317,-0.9623881759862578,-0.9623881759862578,-0.4997646540381448,43545.670000000006,0.6377180598576577,0.6931865394661804,M:IO,8:IO,8:M
CA,1974,1975,VH,DC,06001,06,ALAMEDA,ALAMEDA,20,9,22,VA,1993-07-28,ALAMEDA,7,S3,2,1,13100,1951,C2,N,1976,72800,S,MIN,,DC,SD,,,,,,N,N,N,N,,I,OK,NE,NE,72800,F,P,P,,,,,,,,,,,,,,,,,C,C,C,N,N,,,C,SF,SW,SW,5.56,2.0456,1,2.04561,148921,148921,0,0,0,0,0,0,0,0,5,VA H-08 ,,,3,66,25,3.2188758248682006,0,8,8,C2,VH,7,8,8,N,Medium,0,Alameda County,001,52.5,52.5,50,80,25,74,74,60,120,50,105,105,100,160,60,188,188,160,320,100,26,26,25,40,15,51.666666666666664,51.666666666666664,50,80,30,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,46.52507305882304,1800905,2127230872.8391633,84.35685363345769,1822923,2127230884.7342489,115.23803947818924,1843308,2127230826.933284,213.64036703589454,1892491,2127230857.8280997,34.508579014644724,1837127,2127230859.1033683,70.38201640934936,1876292,2127230868.120466,7,VH,148920.408,131953.4260020377,248623.86174282475,503534895.7438799,119772.75421722641,237660.40942374023,1.669508330536032,,2.4286184104046056,2.803584399594119,5.232202809998725,Low Rise,1950-1970,LS,California,West,06,West,4,Pacific,10,11.367970076335878,11.367970076335878,11.367970076335878,2.4307997585196848,2.4307997585196848,2.4307997585196848,148920.408,18.97892074372708,20.62970020965622,VH:DC,8:DC,8:VH
CA,1974,1975,VH,DC,06019,06,FRESNO,FRESNO,21,9,23,VA,1993-07-28,FRESNO,7,S1,1,0,8059,1947,C2,N,1976,24000,S,MIN,,DC,SW,,,,,,N,N,N,N,,I,OK,I,NE,22220,G,P,P,,,,,,,,,1780,,,,,,,,C,,C,N,N,G,,C,SF,SW,SW,2.76,2.0456,1,2.04561,49094.7,45453.5,0,0,0,0,0,0,0,3641.19,5,VA H-08 ,,,1,70,29,3.367295829986474,0,8,8,C2,VH,7,8,8,N,Small,0,Fresno County,019,29.5,29.5,27.5,60,10,55.55555555555556,55.55555555555556,60,80,20,70,70,60,160,20,120,120,120,240,40,19.666666666666668,19.666666666666668,20,40,8,32,32,30,60,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,10.231838775092028,1104950,15568611321.216557,20.39511105855632,1084493,15568611018.780764,20.712740079365116,1149583,15568611036.830742,42.55341348592049,1157131,15568610847.797995,9.299908248866771,1197836,15568611342.931002,17.62149595187716,1179299,15568611360.94147,3,M,45453.4542,40274.795683588985,75884.920438538,153688810.21193698,36557.0137184996,72538.65793125698,1.669508330536032,,2.4286184104046056,2.803584399594119,5.232202809998725,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,9,5.6400861397195685,5.6400861397195685,6.091902221119246,1.72989933839326,1.72989933839326,1.8069603845297215,45453.4542,9.41617079520263,10.235185828053737,M:DC,8:DC,8:M
CA,1974,1975,VH,DC,06019,06,FRESNO,FRESNO,22,9,23,VA,1993-07-28,FRESNO,7,S1,1,0,8685,1947,C2,N,1976,24430,S,MIN,,DC,SW,SD,,,,,N,N,N,N,,I,OK,I,NE,20330,G,P,P,,,,,,,,,4100,,,,,,,,TT,,C,N,N,G,,C,SF,SW,SW,2.34,2.0456,1,2.04561,49974.4,41587.3,0,0,0,0,0,0,0,8387.02,5,VA H-08 ,,,1,70,29,3.367295829986474,0,8,8,C2,VH,7,8,8,N,Small,0,Fresno County,019,29.5,29.5,27.5,60,10,55.55555555555556,55.55555555555556,60,80,20,70,70,60,160,20,120,120,120,240,40,19.666666666666668,19.666666666666668,20,40,8,32,32,30,60,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,10.231838775092028,1104950,15568611321.216557,20.39511105855632,1084493,15568611018.780764,20.712740079365116,1149583,15568611036.830742,42.55341348592049,1157131,15568610847.797995,9.299908248866771,1197836,15568611342.931002,17.62149595187716,1179299,15568611360.94147,3,M,41587.251299999996,36849.081739305315,69430.26248944542,140616269.64935547,33447.52875324468,66368.62807121756,1.669508330536032,,2.4286184104046056,2.803584399594119,5.232202809998725,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,7,4.788399689119171,4.788399689119171,5.754087772020726,1.5661962614713372,1.5661962614713372,1.7499105191007311,41587.251299999996,7.994273170920602,8.689612077372686,M:DC,8:DC,8:M
CA,1974,1975,VH,IO,06019,06,FRESNO,FRESNO,23,17,48,VA,1993-07-28,FRESNO,7,S1,7,0,247569,1947,S4,N,1976,1143000,S,MIN,,IO,SW,EW,,,,,N,N,N,N,,I,OK,NE,I,994700,G,P,P,,,,,,,,,148300,,,,,,,,S,S,C,N,N,G,S,,SF,SW,SW,4.02,2.0456,1,2.04561,2338140,2034770,0,0,0,0,0,0,0,303365,5,VA H-08 ,,,7,70,29,3.367295829986474,0,8,8,S4,VH,7,12,12,N,Very Large,0,Fresno County,019,29.5,29.5,27.5,60,10,55.55555555555556,55.55555555555556,60,80,20,70,70,60,160,20,120,120,120,240,40,19.666666666666668,19.666666666666668,20,40,8,32,32,30,60,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,10.231838775092028,1104950,15568611321.216557,20.39511105855632,1084493,15568611018.780764,20.712740079365116,1149583,15568611036.830742,42.55341348592049,1157131,15568610847.797995,9.299908248866771,1197836,15568611342.931002,17.62149595187716,1179299,15568611360.94147,3,M,2034768.267,1802940.5610470732,3397062.572466865,6880029681.269744,1636510.4206026802,3247263.863376297,1.669508330536032,,2.4286184104046056,2.803584399594119,5.232202809998725,Mid Rise,Pre-1950,IO,California,West,06,West,4,Pacific,7,8.21899457121045,8.21899457121045,9.444365934345576,2.106447886649105,2.106447886649105,2.2454183662855476,2034768.267,13.721679905266269,14.91518651881556,M:IO,8:IO,8:M
CA,1975,1976,VH,LS,06075,06,SANFRANCISCO,SANFRANCISCO,24,7,19,DEGENKOLB,1993-08-03,SANFRANCISCO,7,,26,1,297835,1925,S1,N,1977,16544000,S,COM,,LS,SW,EW,EF,PB,,,N,Y,Y,N,,I,I,NE,I,2848200,G,P,P,,,,,,,69500,13626300,,L,154,142,154,142,13,221,S,S,C,M,N,F,S,,,MF,MF,9.56,1.8867,1,1.88673,31214100,5373790,0,0,0,0,0,131128,25709200,0,6,SF BUILDING CODE,,,27,92,52,3.9512437185814275,0,5,5,S1,VH,7,4,4,N,Very Large,0,San Francisco County,075,27.5,27.5,27.5,40,15,72.5,72.5,70,120,30,80,80,80,120,40,160,160,160,240,80,24,24,25,40,10,52.5,52.5,55,80,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,40,805235,600592601.7275208,68.24466102962829,897245,600592177.1803741,80.03290677001623,817087,600592138.2985173,161.51028379529507,874226,600592311.4483854,29.42521528613624,876822,600592126.873525,56.997519322180914,983243,600592525.9214144,7,VH,5373784.386,4761531.813214994,8971577.798931455,18170027848.39671,4321992.9701021705,8575962.250463769,1.669508330536032,,2.7713908095396764,2.4286184104046056,5.200009219944282,High Rise,Pre-1950,LS,California,West,06,West,4,Pacific,10,18.04282366410932,18.04282366410932,104.80320016116306,2.8927480247868633,2.8927480247868633,4.652084307309692,5373784.386,30.122644413623167,32.74270081877622,VH:LS,5:LS,5:VH
CA,1975,1976,VH,DC,06019,06,FRESNO,FRESNO,25,9,23,VA,1993-07-28,FRESNO,7,S1,1,0,4135,1947,C2,N,1977,7162,S,MIN,,DC,EW,,,,,,N,N,N,N,,I,OK,OK,NE,7162,G,P,P,,,,,,,,,,,,,,,,,TT,,C,N,N,G,,C,SF,SW,SW,1.73,1.8867,1,1.88673,13512.8,13512.8,0,0,0,0,0,0,0,0,5,VA H-08 ,,,1,70,30,3.4011973816621555,0,8,8,C2,VH,7,8,8,N,Small,0,Fresno County,019,29.5,29.5,27.5,60,10,55.55555555555556,55.55555555555556,60,80,20,70,70,60,160,20,120,120,120,240,40,19.666666666666668,19.666666666666668,20,40,8,32,32,30,60,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,10.231838775092028,1104950,15568611321.216557,20.39511105855632,1084493,15568611018.780764,20.712740079365116,1149583,15568611036.830742,42.55341348592049,1157131,15568610847.797995,9.299908248866771,1197836,15568611342.931002,17.62149595187716,1179299,15568611360.94147,3,M,13512.760260000001,11973.207937028928,22559.66582260624,45689817.937721096,10867.956481943595,21564.862593154103,1.669508330536032,1.9089651194614272,2.7713908095396764,2.4286184104046056,5.200009219944282,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,7,3.2678984909310764,3.2678984909310764,3.2678984909310764,1.1841471149887388,1.1841471149887388,1.1841471149887388,13512.760260000001,5.45578375395556,5.93032579526507,M:DC,8:DC,8:M
